Country/Region,Province/State,County/District,UniqueLocation,DataType,Date,Deaths,Deaths_Cumulative,ConfirmedCases,Cases_Cumulative
Morocco,n/a,n/a,Morocco,Deaths,8-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,9-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,10-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,11-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,12-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,13-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,14-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,15-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,16-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,17-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,18-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,19-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,20-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,21-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,22-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,23-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,24-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,25-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,26-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,27-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,28-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,29-Feb,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,1-Mar,0,0,0,0
Morocco,n/a,n/a,Morocco,Deaths,2-Mar,0,0,1,1
Morocco,n/a,n/a,Morocco,Deaths,3-Mar,0,0,0,1
Morocco,n/a,n/a,Morocco,Deaths,4-Mar,0,0,0,1
Morocco,n/a,n/a,Morocco,Deaths,5-Mar,0,0,1,2
Morocco,n/a,n/a,Morocco,Deaths,6-Mar,0,0,0,2
Morocco,n/a,n/a,Morocco,Deaths,7-Mar,0,0,0,2
Morocco,n/a,n/a,Morocco,Deaths,8-Mar,0,0,0,2
Morocco,n/a,n/a,Morocco,Deaths,9-Mar,0,0,0,2
Morocco,n/a,n/a,Morocco,Deaths,10-Mar,1,1,1,3
Morocco,n/a,n/a,Morocco,Deaths,11-Mar,0,1,2,5
Morocco,n/a,n/a,Morocco,Deaths,12-Mar,0,1,1,6
Morocco,n/a,n/a,Morocco,Deaths,13-Mar,0,1,1,7
Morocco,n/a,n/a,Morocco,Deaths,14-Mar,0,1,10,17
Morocco,n/a,n/a,Morocco,Deaths,15-Mar,0,1,11,28
Morocco,n/a,n/a,Morocco,Deaths,16-Mar,0,1,1,29
Morocco,n/a,n/a,Morocco,Deaths,17-Mar,1,2,9,38
Morocco,n/a,n/a,Morocco,Deaths,18-Mar,0,2,11,49
Morocco,n/a,n/a,Morocco,Deaths,19-Mar,0,2,14,63
Morocco,n/a,n/a,Morocco,Deaths,20-Mar,1,3,14,77
Morocco,n/a,n/a,Morocco,Deaths,21-Mar,0,3,19,96
Morocco,n/a,n/a,Morocco,Deaths,22-Mar,1,4,19,115
Morocco,n/a,n/a,Morocco,Deaths,23-Mar,0,4,28,143
Morocco,n/a,n/a,Morocco,Deaths,24-Mar,1,5,27,170
Morocco,n/a,n/a,Morocco,Deaths,25-Mar,1,6,55,225
Morocco,n/a,n/a,Morocco,Deaths,26-Mar,5,11,50,275
Morocco,n/a,n/a,Morocco,Deaths,27-Mar,12,23,70,345
Morocco,n/a,n/a,Morocco,Deaths,28-Mar,2,25,57,402
Morocco,n/a,n/a,Morocco,Deaths,29-Mar,1,26,77,479
Morocco,n/a,n/a,Morocco,Deaths,30-Mar,7,33,77,556
Morocco,n/a,n/a,Morocco,Deaths,31-Mar,3,36,61,617
Morocco,n/a,n/a,Morocco,Deaths,1-Apr,3,39,37,654
Morocco,n/a,n/a,Morocco,Deaths,2-Apr,5,44,54,708
Morocco,n/a,n/a,Morocco,Deaths,3-Apr,4,48,83,791
Morocco,n/a,n/a,Morocco,Deaths,4-Apr,11,59,128,919
Morocco,n/a,n/a,Morocco,Deaths,5-Apr,11,70,102,1021
Morocco,n/a,n/a,Morocco,Deaths,6-Apr,10,80,99,1120
Morocco,n/a,n/a,Morocco,Deaths,7-Apr,10,90,64,1184
Morocco,n/a,n/a,Morocco,Deaths,8-Apr,3,93,91,1275
Morocco,n/a,n/a,Morocco,Deaths,9-Apr,4,97,99,1374
Morocco,n/a,n/a,Morocco,Deaths,10-Apr,10,107,74,1448
Morocco,n/a,n/a,Morocco,Deaths,11-Apr,4,111,97,1545
Morocco,n/a,n/a,Morocco,Deaths,12-Apr,7,118,116,1661
Morocco,n/a,n/a,Morocco,Deaths,13-Apr,8,126,102,1763
