,date,day,item_name,package_id_unique,min_package_id,max_package_id,campaign_unique,min_campaign,max_campaign,qty_min,qty_mean,qty_max,qty_stdev,qty_unique,qty_sum,unit_price_min,unit_price_mean,unit_price_max,unit_price_stdev,unit_price_unique,unit_price_sum,sale_amount_min,sale_amount_mean,sale_amount_max,sale_amount_stdev,sale_amount_unique,sale_amount_sum,metro_area,county_1,total_market_sales
77,2018-11-05,Mon,100 Grand,1,9000000759,9000000759,3,discount_type_15,discount_type_1,0.49,2.82473684210526,6.54,2.63250486634783,8,53.67,1.49,1.92736842105263,2.45,0.266871631756269,11,36.62,1.04,4.83894736842105,11.21,4.01349099183248,10,91.94,,,
78,2018-11-05,Mon,3 Musketeers,1,9000000757,9000000757,1,discount_type_1,discount_type_1,1.64,1.655,1.67,0.0212132034356136,2,3.31,2.07,2.085,2.1,0.0212132034356136,2,4.17,3.44,3.45,3.46,0.0141421356235889,2,6.9,,,
79,2018-11-05,Mon,Air Heads,1,9000000758,9000000758,3,discount_type_13,discount_type_1,0.47,1.67875,6.52,1.51837933549282,10,53.72,1.49,1.921875,2.55,0.284269720852486,14,61.5,1.04,2.924375,9.71,2.2151049454495,14,93.58,,,
80,2018-11-05,Mon,Milky Way,1,9000000766,9000000766,2,discount_type_1,discount_type_2,0.5,1.57666666666667,6.52,1.90353618300257,5,14.19,1.55,1.88444444444444,2.17,0.188951786913429,4,16.96,1.08,2.73444444444444,10.11,2.87139387367491,5,24.61,,,
81,2018-11-05,Mon,Nestle Butterfinger,1,9000000764,9000000764,3,discount_type_6,discount_type_1,0.82,4.0125,6.53,2.70035056646691,5,48.15,1.07,1.65083333333333,2.11,0.336383394178113,5,19.81,1.5,5.9925,10.82,3.6950682734497,6,71.91,,,
82,2018-11-05,Mon,Reeses Miniatures,1,A000005754,A000005754,4,discount_type_6,discount_type_2,0.48,2.33,6.53,2.19589161845479,8,48.93,1.07,1.79142857142857,2.17,0.332825565638907,9,37.62,1.02,3.57571428571429,9.73,2.69660077028204,11,75.09,,,
83,2018-11-05,Mon,Reeses Peanut Butter cup,1,9000000761,9000000761,3,discount_type_1,discount_type_2,0.51,1.23,1.67,0.517532607668348,3,13.53,1.64,1.80545454545455,2.14,0.189808515950344,5,19.86,1.09,2.18909090909091,3.12,0.909510357779993,5,24.08,,,
84,2018-11-05,Mon,Reeses pieces,1,9000000763,9000000763,4,discount_type_13,discount_type_1,0.48,2.11411764705882,13.03,2.94366705578163,7,35.94,1.49,1.84352941176471,2.12,0.22663134096122,5,31.34,1.02,3.52823529411765,19.41,4.32957884108564,7,59.98,,,
85,2018-11-05,Mon,Skittles original,1,9000000760,9000000760,2,discount_type_1,discount_type_2,0.49,1.522,3.3,1.15458650607046,4,7.61,1.65,1.926,2.12,0.198569886941604,3,9.63,1.04,2.748,5.44,1.82645010881765,4,13.74,,,
86,2018-11-05,Mon,Snickers,1,9000000765,9000000765,3,discount_type_13,discount_type_1,0.47,1.1175,3.27,0.8831574634589,8,22.35,1.64,1.98,2.45,0.237065391822595,10,39.6,1.06,2.096,5.62,1.49076243297815,9,41.92,,,
87,2018-11-05,Mon,Starburst,1,9000000762,9000000762,2,discount_type_2,discount_type_1,0.94,2.346,6.57,2.38708608977557,3,11.73,1.65,1.85,2.12,0.247689321530017,3,9.25,1.99,4.126,11.23,3.98754059540464,3,20.63,,,
88,2018-11-06,Tue,100 Grand,1,9000000759,9000000759,4,discount_type_6,discount_type_1,0.47,3.48666666666667,6.53,2.71992758370624,5,41.84,0.02,1.4075,2.12,0.77136390421595,5,16.89,0.03,4.55,10.77,3.88181307217037,6,54.6,,,
89,2018-11-06,Tue,3 Musketeers,1,9000000757,9000000757,3,discount_type_12,discount_type_1,1.65,4.08333333333333,6.52,1.98898634149827,3,24.5,1.07,1.315,1.66,0.289879285220589,3,7.89,2.24,5.73,10.82,3.97278240028321,3,34.38,,,
90,2018-11-06,Tue,Air Heads,1,9000000758,9000000758,3,discount_type_13,discount_type_1,0.5,1.666875,6.52,1.15711944207407,11,53.34,1.64,1.9628125,2.41,0.238019169396083,15,62.81,1.08,3.1215625,11.21,1.93540711625363,15,99.89,,,
91,2018-11-06,Tue,Milky Way,1,9000000766,9000000766,1,discount_type_1,discount_type_1,1.66,1.66,1.66,,1,1.66,2.09,2.09,2.09,,1,2.09,3.47,3.47,3.47,,1,3.47,,,
92,2018-11-06,Tue,Nestle Butterfinger,1,9000000764,9000000764,3,discount_type_13,discount_type_1,0.47,3.02375,6.53,2.24101130444866,7,48.38,1.07,1.653125,2.12,0.326613303464506,6,26.45,1.0,4.7625,10.84,3.68896643158125,7,76.2,,,
93,2018-11-06,Tue,Reeses Miniatures,2,A000005754,9000000787,2,discount_type_214,discount_type_1,0.98,2.25714285714286,3.27,0.978344082037165,3,15.8,0.02,1.36,2.12,0.928457502168696,5,9.52,0.03,3.27,6.05,2.62109391921261,5,22.89,,,
94,2018-11-06,Tue,Reeses pieces,1,9000000763,9000000763,2,discount_type_2,discount_type_1,0.47,1.41888888888889,1.67,0.460841798667062,8,25.54,1.64,1.88055555555556,2.43,0.218321732965283,8,33.85,1.0,2.60222222222222,3.48,0.783247805093002,9,46.84,,,
