,invoice,date,day,time,item_name,item_size,transaction,category,store_category,package_id,campaign,qty,unit_price,sale_amount
1,23137,2019-05-21,Tue,14:35:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006690,discount_type_1,0.28,3.7,1.04
2,23136,2019-05-21,Tue,14:28:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006815,discount_type_2,0.47,2.33,1.1
3,23135,2019-05-21,Tue,14:24:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006608,discount_type_1,1.66,2.07,3.44
4,23134,2019-05-21,Tue,14:21:00,Mr Good Bar,Full Size,Good,Retail,Type_A,A000006877,discount_type_3,1.66,1.29,2.14
5,23134,2019-05-21,Tue,14:21:00,Skittles wildberry,Full Size,Good,Retail,Type_A,A000006799,discount_type_3,1.66,1.29,2.14
6,23134,2019-05-21,Tue,14:21:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006880,discount_type_3,1.66,1.29,2.14
7,23134,2019-05-21,Tue,14:21:00,Nerds,Full Size,Good,Retail,Type_A,A000006879,discount_type_3,1.67,1.29,2.15
8,23133,2019-05-21,Tue,14:15:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
9,23131,2019-05-21,Tue,14:04:00,Reeses Miniatures,Full Size,Good,Retail,Type_A,A000006697,discount_type_2,6.56,2.45,16.07
10,23129,2019-05-21,Tue,13:57:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
11,23128,2019-05-21,Tue,13:55:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
12,23127,2019-05-21,Tue,13:54:00,Nestle Butterfinger,Fun Size,Good,Retail,Type_A,A000006823,discount_type_1,0.28,3.7,1.04
13,23127,2019-05-21,Tue,13:54:00,Reeses Miniatures,Fun Size,Good,Retail,Type_A,A000006816,discount_type_1,0.28,3.7,1.04
14,23127,2019-05-21,Tue,13:54:00,Reeses stuffed with pieces,Fun Size,Good,Retail,Type_A,A000006821,discount_type_1,0.28,3.7,1.04
15,23126,2019-05-21,Tue,13:51:00,Reeses Miniatures,Fun Size,Good,Retail,Type_A,A000006816,discount_type_1,0.28,3.7,1.04
16,23126,2019-05-21,Tue,13:51:00,Reeses Miniatures,Full Size,Good,Retail,Type_A,A000006697,discount_type_1,0.94,3.07,2.89
17,23125,2019-05-21,Tue,13:44:00,Nestle Butterfinger,Full Size,Good,Retail,Type_A,A000006609,discount_type_2,0.96,2.76,2.65
18,23124,2019-05-21,Tue,13:40:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_4,3.26,1.06,3.46
19,23123,2019-05-21,Tue,13:40:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_1,1.63,0.53,0.86
20,23121,2019-05-21,Tue,13:33:00,Haribo Sour Bears,Full Size,Good,Retail,Type_A,A000006674,discount_type_2,1.67,2.69,4.49
21,23119,2019-05-21,Tue,13:30:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_5,3.26,1.06,3.46
22,23118,2019-05-21,Tue,13:26:00,Air Heads,Full Size,Good,Retail,Type_A,A000006727,discount_type_2,6.6,3.02,19.93
23,23118,2019-05-21,Tue,13:26:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006880,discount_type_2,4.93,4.42,21.79
24,23117,2019-05-21,Tue,12:45:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
25,23117,2019-05-21,Tue,12:45:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006815,discount_type_5,3.3,1.64,5.41
26,23116,2019-05-21,Tue,12:24:00,Milk Duds,Full Size,Good,Retail,Type_A,A000006707,discount_type_6,1.67,1.29,2.15
27,23116,2019-05-21,Tue,12:24:00,Hersheys Kisses,Full Size,Good,Retail,Type_A,A000006700,discount_type_6,1.67,1.29,2.15
28,23116,2019-05-21,Tue,12:24:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006880,discount_type_6,1.67,1.29,2.15
29,23116,2019-05-21,Tue,12:24:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_6,1.65,1.29,2.13
30,23115,2019-05-21,Tue,12:07:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
31,23113,2019-05-21,Tue,11:37:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006815,discount_type_1,1.64,2.1,3.44
32,23112,2019-05-21,Tue,11:29:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_4,1.63,1.06,1.73
33,23112,2019-05-21,Tue,11:29:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_4,1.63,1.06,1.73
34,23112,2019-05-21,Tue,11:29:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_4,1.63,1.06,1.73
35,23111,2019-05-21,Tue,11:26:00,Nestle Crunch,Full Size,Good,Retail,Type_A,A000006878,discount_type_1,1.67,5.06,8.45
36,23110,2019-05-21,Tue,11:24:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006801,discount_type_1,1.63,1.27,2.07
37,23110,2019-05-21,Tue,11:24:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006801,discount_type_1,1.63,1.27,2.07
38,23109,2019-05-21,Tue,11:22:00,Snickers,Full Size,Good,Retail,Type_A,A000006704,discount_type_1,0.5,2.42,1.21
39,23108,2019-05-21,Tue,10:53:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
40,23107,2019-05-21,Tue,09:59:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006801,discount_type_1,1.63,1.27,2.07
41,23106,2019-05-21,Tue,09:49:00,Skittles original,Full Size,Good,Retail,Type_A,A000006701,discount_type_1,1.67,2.68,4.48
42,23105,2019-05-21,Tue,09:24:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
43,23105,2019-05-21,Tue,09:24:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
44,23105,2019-05-21,Tue,09:24:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
45,23105,2019-05-21,Tue,09:24:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
46,23103,2019-05-21,Tue,09:01:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
47,23103,2019-05-21,Tue,09:01:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
48,23102,2019-05-21,Tue,08:43:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006815,discount_type_7,6.53,1.4,9.14
49,23102,2019-05-21,Tue,08:43:00,Peanut M&Ms,Full Size,Good,Retail,Type_A,A000006398,discount_type_7,6.54,1.4,9.16
50,23101,2019-05-21,Tue,08:36:00,Reeses Miniatures,Fun Size,Good,Retail,Type_A,A000006679,discount_type_1,1.63,1.06,1.73
51,23101,2019-05-21,Tue,08:36:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
52,23101,2019-05-21,Tue,08:36:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
53,23100,2019-05-21,Tue,08:35:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
54,23100,2019-05-21,Tue,08:35:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
55,23099,2019-05-21,Tue,08:34:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,3.26,1.06,3.46
56,23099,2019-05-21,Tue,08:34:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,6.51,1.06,6.9
57,23099,2019-05-21,Tue,08:34:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_1,3.26,1.06,3.46
58,23098,2019-05-21,Tue,08:33:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006815,discount_type_8,6.53,1.4,9.14
59,23098,2019-05-21,Tue,08:33:00,Snickers,Full Size,Good,Retail,Type_A,A000006704,discount_type_8,6.52,1.4,9.13
60,23097,2019-05-20,Mon,21:38:00,Starburst,Fun Size,Good,Retail,Type_A,A000006838,discount_type_1,1.63,0.53,0.86
61,23097,2019-05-20,Mon,21:38:00,Starburst,Fun Size,Good,Retail,Type_A,A000006838,discount_type_1,1.63,0.53,0.86
62,23097,2019-05-20,Mon,21:38:00,Starburst,Fun Size,Good,Retail,Type_A,A000006838,discount_type_1,1.63,0.53,0.86
63,23097,2019-05-20,Mon,21:38:00,100 Grand,Fun Size,Good,Retail,Type_A,A000006828,discount_type_1,1.63,0.53,0.86
64,23096,2019-05-20,Mon,21:29:00,Reeses Miniatures,Fun Size,Good,Retail,Type_A,A000006816,discount_type_2,0.28,3.33,0.93
65,23094,2019-05-20,Mon,20:40:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
66,23093,2019-05-20,Mon,20:32:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_2,0.28,3.33,0.93
67,23092,2019-05-20,Mon,20:29:00,Reeses stuffed with pieces,Fun Size,Good,Retail,Type_A,A000006821,discount_type_1,0.28,3.7,1.04
68,23092,2019-05-20,Mon,20:29:00,Peanut butter M&Ms,Fun Size,Good,Retail,Type_A,A000006655,discount_type_1,0.28,3.7,1.04
69,23091,2019-05-20,Mon,20:11:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
70,23091,2019-05-20,Mon,20:11:00,Snickers,Full Size,Good,Retail,Type_A,A000006704,discount_type_1,1.64,2.09,3.43
71,23091,2019-05-20,Mon,20:11:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
72,23090,2019-05-20,Mon,20:10:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006690,discount_type_1,0.28,3.7,1.04
73,23090,2019-05-20,Mon,20:10:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006690,discount_type_1,0.28,3.7,1.04
74,23090,2019-05-20,Mon,20:10:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006690,discount_type_1,0.28,3.7,1.04
75,23089,2019-05-20,Mon,20:04:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
76,23088,2019-05-20,Mon,19:50:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
77,23088,2019-05-20,Mon,19:50:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
78,23088,2019-05-20,Mon,19:50:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
79,23087,2019-05-20,Mon,19:44:00,Peanut butter M&Ms,Fun Size,Good,Retail,Type_A,A000006655,discount_type_1,0.28,3.7,1.04
80,23086,2019-05-20,Mon,19:38:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006801,discount_type_1,1.63,1.27,2.07
81,23085,2019-05-20,Mon,19:36:00,Skittles wildberry,Full Size,Good,Retail,Type_A,A000006799,discount_type_6,1.63,1.57,2.56
82,23085,2019-05-20,Mon,19:36:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_6,1.65,1.57,2.59
83,23084,2019-05-20,Mon,19:26:00,Reeses stuffed with pieces,Fun Size,Good,Retail,Type_A,A000006821,discount_type_2,0.28,3.33,0.93
84,23083,2019-05-20,Mon,19:21:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
85,23083,2019-05-20,Mon,19:21:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_1,1.63,1.06,1.73
86,23082,2019-05-20,Mon,19:16:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_1,1.63,1.06,1.73
87,23082,2019-05-20,Mon,19:16:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
88,23081,2019-05-20,Mon,19:04:00,Peanut M&Ms,Full Size,Good,Retail,Type_A,A000006398,discount_type_5,1.65,1.88,3.1
89,23080,2019-05-20,Mon,18:59:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
90,23080,2019-05-20,Mon,18:59:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
91,23080,2019-05-20,Mon,18:59:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
92,23080,2019-05-20,Mon,18:59:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
93,23080,2019-05-20,Mon,18:59:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
94,23080,2019-05-20,Mon,18:59:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
95,23080,2019-05-20,Mon,18:59:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
96,23080,2019-05-20,Mon,18:59:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
97,23076,2019-05-20,Mon,18:37:00,Peanut butter M&Ms,Fun Size,Good,Retail,Type_A,A000006655,discount_type_1,0.28,3.33,0.93
98,23076,2019-05-20,Mon,18:37:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
99,23075,2019-05-20,Mon,18:22:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
100,23075,2019-05-20,Mon,18:22:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_1,1.63,1.06,1.73
101,23074,2019-05-20,Mon,18:19:00,Nestle Crunch,Full Size,Good,Retail,Type_A,A000006878,discount_type_5,1.64,4.61,7.56
102,23074,2019-05-20,Mon,18:19:00,Nestle Butterfinger,Fun Size,Good,Retail,Type_A,A000006823,discount_type_1,0.28,0.15,0.04
103,23073,2019-05-20,Mon,18:11:00,Reeses Miniatures,Fun Size,Good,Retail,Type_A,A000006816,discount_type_1,0.28,3.7,1.04
104,23073,2019-05-20,Mon,18:11:00,Reeses stuffed with pieces,Fun Size,Good,Retail,Type_A,A000006821,discount_type_1,0.28,3.7,1.04
105,23073,2019-05-20,Mon,18:11:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_1,0.49,4.22,2.07
106,23073,2019-05-20,Mon,18:11:00,Sour Patch Kids,Full Size,Good,Retail,Type_A,9000000884,discount_type_1,1.63,2.11,3.44
107,23073,2019-05-20,Mon,18:11:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
108,23073,2019-05-20,Mon,18:11:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
109,23073,2019-05-20,Mon,18:11:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
110,23073,2019-05-20,Mon,18:11:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
111,23072,2019-05-20,Mon,18:02:00,Reeses stuffed with pieces,Fun Size,Good,Retail,Type_A,A000006821,discount_type_1,0.28,3.7,1.04
112,23072,2019-05-20,Mon,18:02:00,Reeses stuffed with pieces,Fun Size,Good,Retail,Type_A,A000006821,discount_type_1,0.28,3.7,1.04
113,23072,2019-05-20,Mon,18:02:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
114,23069,2019-05-20,Mon,17:43:00,Reeses stuffed with pieces,Full Size,Good,Retail,Type_A,A000006520,discount_type_1,1.65,4.07,6.72
115,23068,2019-05-20,Mon,17:39:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
116,23068,2019-05-20,Mon,17:39:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
117,23068,2019-05-20,Mon,17:39:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
118,23068,2019-05-20,Mon,17:39:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
119,23067,2019-05-20,Mon,17:33:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_5,1.63,1.06,1.73
120,23067,2019-05-20,Mon,17:33:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_5,1.63,1.06,1.73
121,23067,2019-05-20,Mon,17:33:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_5,1.63,1.06,1.73
122,23067,2019-05-20,Mon,17:33:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_5,1.63,1.06,1.73
123,23064,2019-05-20,Mon,16:40:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006815,discount_type_2,0.51,2.13,1.09
124,23063,2019-05-20,Mon,16:38:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006801,discount_type_1,1.63,1.27,2.07
125,23063,2019-05-20,Mon,16:38:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006801,discount_type_1,1.63,1.27,2.07
126,23063,2019-05-20,Mon,16:38:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006801,discount_type_1,1.63,1.27,2.07
127,23063,2019-05-20,Mon,16:38:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006801,discount_type_1,1.63,1.27,2.07
128,23063,2019-05-20,Mon,16:38:00,Snickers,Full Size,Good,Retail,Type_A,A000006704,discount_type_5,6.51,1.54,10.03
129,23062,2019-05-20,Mon,16:27:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_1,1.63,1.06,1.73
130,23062,2019-05-20,Mon,16:27:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
131,23061,2019-05-20,Mon,16:19:00,Nestle Crunch,Full Size,Good,Retail,Type_A,A000006878,discount_type_6,0.79,1.58,1.25
132,23061,2019-05-20,Mon,16:19:00,Nerds,Full Size,Good,Retail,Type_A,A000006879,discount_type_6,0.84,1.59,1.34
133,23060,2019-05-20,Mon,16:09:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006815,discount_type_2,0.48,2.24,1.08
134,23059,2019-05-20,Mon,15:54:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
135,23056,2019-05-20,Mon,15:39:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
136,23056,2019-05-20,Mon,15:39:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
137,23056,2019-05-20,Mon,15:39:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
138,23055,2019-05-20,Mon,15:38:00,Peanut M&Ms,Full Size,Good,Retail,Type_A,A000006398,discount_type_9,0.48,1.46,0.7
139,23055,2019-05-20,Mon,15:38:00,Snickers,Full Size,Good,Retail,Type_A,A000006704,discount_type_10,3.28,1.46,4.79
140,23055,2019-05-20,Mon,15:38:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006815,discount_type_10,3.27,1.46,4.77
141,23054,2019-05-20,Mon,15:30:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
142,23054,2019-05-20,Mon,15:30:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
143,23053,2019-05-20,Mon,15:25:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
144,23053,2019-05-20,Mon,15:25:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
145,23050,2019-05-20,Mon,14:54:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_1,1.63,1.06,1.73
146,23049,2019-05-20,Mon,14:54:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_3,1.63,0.53,0.86
147,23049,2019-05-20,Mon,14:54:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_3,1.63,0.53,0.86
148,23049,2019-05-20,Mon,14:54:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_3,1.63,0.53,0.86
149,23049,2019-05-20,Mon,14:54:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_3,1.63,0.53,0.86
150,23049,2019-05-20,Mon,14:54:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,0.53,0.86
151,23049,2019-05-20,Mon,14:54:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_3,1.63,0.53,0.86
152,23049,2019-05-20,Mon,14:54:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_3,1.63,0.53,0.86
153,23049,2019-05-20,Mon,14:54:00,Sour Patch Kids,Full Size,Good,Retail,Type_A,9000000884,discount_type_3,1.63,1.37,2.23
154,23048,2019-05-20,Mon,14:50:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
155,23048,2019-05-20,Mon,14:50:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
156,23048,2019-05-20,Mon,14:50:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
157,23047,2019-05-20,Mon,14:45:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_1,1.63,1.06,1.73
158,23047,2019-05-20,Mon,14:45:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
159,23047,2019-05-20,Mon,14:45:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
160,23046,2019-05-20,Mon,14:38:00,Nestle Butterfinger,Fun Size,Good,Retail,Type_A,A000006823,discount_type_1,0.28,3.69,1.03
161,23046,2019-05-20,Mon,14:38:00,Reeses stuffed with pieces,Fun Size,Good,Retail,Type_A,A000006821,discount_type_1,0.28,3.7,1.04
162,23045,2019-05-20,Mon,14:36:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_1,0.81,4.12,3.34
163,23045,2019-05-20,Mon,14:36:00,Hersheys Special Dark,Full Size,Good,Retail,Type_A,A000006516,discount_type_1,0.81,4.12,3.34
164,23044,2019-05-20,Mon,14:26:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
165,23042,2019-05-20,Mon,14:17:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
166,23041,2019-05-20,Mon,14:06:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
167,23041,2019-05-20,Mon,14:06:00,Reeses Miniatures,Full Size,Good,Retail,Type_A,A000006697,discount_type_1,0.47,2.93,1.38
168,23039,2019-05-20,Mon,14:04:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
169,23039,2019-05-20,Mon,14:04:00,Nestle Butterfinger,Fun Size,Good,Retail,Type_A,A000006823,discount_type_1,0.28,3.7,1.04
170,23037,2019-05-20,Mon,13:54:00,Skittles wildberry,Full Size,Good,Retail,Type_A,A000006799,discount_type_1,0.48,4.42,2.12
171,23037,2019-05-20,Mon,13:54:00,Hersheys Special Dark,Full Size,Good,Retail,Type_A,A000006516,discount_type_1,0.48,4.42,2.12
172,23037,2019-05-20,Mon,13:54:00,Reeses Miniatures,Full Size,Good,Retail,Type_A,A000006697,discount_type_1,0.49,3.35,1.64
173,23035,2019-05-20,Mon,13:47:00,M&Ms,Fun Size,Good,Retail,Type_A,A000006843,discount_type_1,1.63,1.06,1.73
174,23034,2019-05-20,Mon,13:44:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_4,1.63,1.06,1.73
175,23033,2019-05-20,Mon,13:40:00,Haribo Sour Bears,Full Size,Good,Retail,Type_A,A000006674,discount_type_11,0.96,2.76,2.65
176,23031,2019-05-20,Mon,13:34:00,Hersheys Kisses,Full Size,Good,Retail,Type_A,A000006700,discount_type_4,0.94,2.76,2.59
177,23028,2019-05-20,Mon,13:29:00,Hersheys Milk Chocolate,Full Size,Good,Retail,Type_A,A000006702,discount_type_1,0.47,5.12,2.41
178,23028,2019-05-20,Mon,13:29:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_1,0.94,4.12,3.87
179,23028,2019-05-20,Mon,13:29:00,Snickers,Full Size,Good,Retail,Type_A,A000006704,discount_type_1,1.63,2.1,3.42
180,23027,2019-05-20,Mon,13:26:00,Air Heads,Full Size,Good,Retail,Type_A,A000006727,discount_type_1,0.51,4.03,2.06
181,23026,2019-05-20,Mon,13:17:00,Skittles wildberry,Full Size,Good,Retail,Type_A,A000006799,discount_type_1,0.48,4.26,2.04
182,23026,2019-05-20,Mon,13:17:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006815,discount_type_1,0.94,2.07,1.95
183,23026,2019-05-20,Mon,13:17:00,Snickers,Full Size,Good,Retail,Type_A,A000006704,discount_type_1,0.72,2.07,1.49
184,23024,2019-05-20,Mon,12:58:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
185,23024,2019-05-20,Mon,12:58:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
186,23023,2019-05-20,Mon,12:55:00,Reeses stuffed with pieces,Fun Size,Good,Retail,Type_A,A000006821,discount_type_2,0.28,3.33,0.93
187,23022,2019-05-20,Mon,12:44:00,Nestle Crunch,Full Size,Good,Retail,Type_A,A000006878,discount_type_1,0.51,4.7,2.4
188,23022,2019-05-20,Mon,12:44:00,Snickers,Full Size,Good,Retail,Type_A,A000006704,discount_type_1,1.66,2.07,3.44
189,23022,2019-05-20,Mon,12:44:00,100 Grand,Full Size,Good,Retail,Type_A,A000006889,discount_type_1,0.51,4.03,2.06
190,23021,2019-05-20,Mon,12:38:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
191,23021,2019-05-20,Mon,12:38:00,Haribo Sour Bears,Fun Size,Good,Retail,Type_A,A000006833,discount_type_1,1.63,1.06,1.73
192,23020,2019-05-20,Mon,12:35:00,Reeses pieces,Fun Size,Good,Retail,Type_A,A000006832,discount_type_1,1.63,1.06,1.73
