,invoice,date,day,time,item_name,item_size,transaction,category,store_category,package_id,campaign,qty,unit_price,sale_amount
5052,19430,2019-04-21,Sun,12:03:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,3.3,1.82,6.01
5053,19429,2019-04-21,Sun,12:01:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_1,3.28,1.7,5.58
5054,19428,2019-04-21,Sun,11:59:00,Sour Patch Tricksters,Fun Size,Good,Retail,Type_A,A000006523,discount_type_2,0.28,3.33,0.93
5055,19428,2019-04-21,Sun,11:59:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_2,0.28,3.33,0.93
5056,19428,2019-04-21,Sun,11:59:00,Hersheys Special Dark,Full Size,Good,Retail,Type_A,A000006516,discount_type_2,1.67,1.85,3.09
5057,19427,2019-04-21,Sun,11:49:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006608,discount_type_1,0.48,2.51,1.2
5058,19427,2019-04-21,Sun,11:49:00,Haribo Sour Bears,Full Size,Good,Retail,Type_A,A000006674,discount_type_1,0.51,2.37,1.21
5059,19427,2019-04-21,Sun,11:49:00,Starburst,Full Size,Good,Retail,Type_A,A000006521,discount_type_1,0.48,2.51,1.2
5060,19427,2019-04-21,Sun,11:49:00,Hersheys Krackel,Full Size,Good,Retail,Type_A,A000006557,discount_type_1,0.5,2.42,1.21
5061,19427,2019-04-21,Sun,11:49:00,Reeses Miniatures,Full Size,Good,Retail,Type_A,A000006697,discount_type_1,0.48,2.49,1.2
5062,19426,2019-04-21,Sun,11:47:00,Hersheys Krackel,Full Size,Good,Retail,Type_A,A000006557,discount_type_8,1.66,1.53,2.54
5063,19426,2019-04-21,Sun,11:47:00,Hersheys Milk Chocolate,Full Size,Good,Retail,Type_A,A000006702,discount_type_8,1.67,1.54,2.57
5064,19424,2019-04-21,Sun,11:40:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,1.65,2.09,3.45
5065,19424,2019-04-21,Sun,11:40:00,Snickers,Full Size,Good,Retail,Type_A,A000006607,discount_type_1,1.65,2.09,3.45
5066,19423,2019-04-21,Sun,11:37:00,Hersheys Kisses,Full Size,Good,Retail,Type_A,A000006700,discount_type_1,0.47,1.85,0.87
5067,19423,2019-04-21,Sun,11:37:00,Hersheys Special Dark,Full Size,Good,Retail,Type_A,A000006516,discount_type_1,0.49,1.85,0.91
5068,19423,2019-04-21,Sun,11:37:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_1,0.47,1.85,0.87
5069,19423,2019-04-21,Sun,11:37:00,Reeses Miniatures,Full Size,Good,Retail,Type_A,A000006697,discount_type_1,0.47,1.85,0.87
5070,19423,2019-04-21,Sun,11:37:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006699,discount_type_1,0.48,1.85,0.89
5071,19423,2019-04-21,Sun,11:37:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,0.48,1.85,0.89
5072,19423,2019-04-21,Sun,11:37:00,Nestle Butterfinger,Full Size,Good,Retail,Type_A,A000006609,discount_type_1,0.48,1.85,0.89
5073,19423,2019-04-21,Sun,11:37:00,Milky Way Simply Caramel,Full Size,Good,Retail,Type_A,A000006371,discount_type_1,0.48,1.85,0.89
5074,19422,2019-04-21,Sun,11:35:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,0.49,2.44,1.2
5075,19422,2019-04-21,Sun,11:35:00,Snickers,Full Size,Good,Retail,Type_A,A000006607,discount_type_1,0.5,2.4,1.2
5076,19422,2019-04-21,Sun,11:35:00,Air Heads,Fun Size,Good,Retail,Type_A,A000006684,discount_type_1,0.28,3.7,1.04
5077,19422,2019-04-21,Sun,11:35:00,Air Heads,Fun Size,Good,Retail,Type_A,A000006684,discount_type_1,0.28,3.7,1.04
5078,19421,2019-04-21,Sun,11:31:00,Twix,Full Size,Good,Retail,Type_A,A000006706,discount_type_2,0.56,2.33,1.3
5079,19420,2019-04-21,Sun,11:29:00,Hersheys Krackel,Full Size,Good,Retail,Type_A,A000006557,discount_type_2,6.51,1.54,10.03
5080,19419,2019-04-21,Sun,11:24:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,1.67,2.06,3.44
5081,19418,2019-04-21,Sun,11:20:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,1.64,1.84,3.02
5082,19418,2019-04-21,Sun,11:20:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_1,1.63,1.84,3.0
5083,19416,2019-04-21,Sun,11:15:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,6.53,1.7,11.1
5084,19416,2019-04-21,Sun,11:15:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_1,3.3,1.7,5.61
5085,19416,2019-04-21,Sun,11:15:00,Hersheys Special Dark,Full Size,Good,Retail,Type_A,A000006516,discount_type_1,3.26,1.85,6.03
5086,19413,2019-04-21,Sun,11:08:00,100 Grand,Full Size,Good,Retail,Type_A,A000006517,discount_type_1,1.67,2.07,3.46
5087,19412,2019-04-21,Sun,11:06:00,Hersheys Milk Chocolate,Full Size,Good,Retail,Type_A,A000006702,discount_type_1,6.53,1.71,11.17
5088,19412,2019-04-21,Sun,11:06:00,Hersheys Krackel,Full Size,Good,Retail,Type_A,A000006557,discount_type_1,3.27,1.84,6.02
5089,19411,2019-04-21,Sun,11:05:00,Peanut butter M&Ms,Fun Size,Good,Retail,Type_A,A000006655,discount_type_1,0.28,3.7,1.04
5090,19411,2019-04-21,Sun,11:05:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006608,discount_type_1,3.28,1.7,5.58
5091,19411,2019-04-21,Sun,11:05:00,Hersheys Krackel,Full Size,Good,Retail,Type_A,A000006557,discount_type_1,3.29,1.7,5.59
5092,19410,2019-04-21,Sun,11:05:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_1,3.29,1.69,5.56
5093,19410,2019-04-21,Sun,11:05:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,3.3,1.69,5.58
5094,19409,2019-04-21,Sun,10:59:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_1,0.97,2.11,2.05
5095,19408,2019-04-21,Sun,10:57:00,Hersheys Special Dark,Full Size,Good,Retail,Type_A,A000006516,discount_type_2,1.64,1.65,2.71
5096,19408,2019-04-21,Sun,10:57:00,Haribo Sour Bears,Full Size,Good,Retail,Type_A,A000006674,discount_type_2,1.65,1.65,2.72
5097,19408,2019-04-21,Sun,10:57:00,Nestle Butterfinger,Full Size,Good,Retail,Type_A,A000006609,discount_type_2,1.64,1.65,2.71
5098,19407,2019-04-21,Sun,10:52:00,100 Grand,Full Size,Good,Retail,Type_A,A000006517,discount_type_1,1.65,1.82,3.0
5099,19407,2019-04-21,Sun,10:52:00,Haribo Gold Bears,Full Size,Good,Retail,Type_A,A000006703,discount_type_1,0.82,1.82,1.49
5100,19407,2019-04-21,Sun,10:52:00,Snickers Crisper,Full Size,Good,Retail,Type_A,A000006608,discount_type_1,0.82,1.82,1.49
5101,19406,2019-04-21,Sun,10:50:00,Hersheys Milk Chocolate,Full Size,Good,Retail,Type_A,A000006702,discount_type_2,1.66,1.64,2.72
5102,19406,2019-04-21,Sun,10:50:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_2,1.64,1.64,2.69
5103,19406,2019-04-21,Sun,10:50:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_2,1.65,1.64,2.71
5104,19405,2019-04-21,Sun,10:43:00,Reeses stuffed with pieces,Full Size,Good,Retail,Type_A,A000006520,discount_type_1,1.65,1.82,3.0
5105,19405,2019-04-21,Sun,10:43:00,Milky Way Simply Caramel,Full Size,Good,Retail,Type_A,A000006371,discount_type_1,1.64,1.82,2.98
5106,19405,2019-04-21,Sun,10:43:00,Hersheys Special Dark,Full Size,Good,Retail,Type_A,A000006516,discount_type_1,1.67,1.82,3.04
5107,19404,2019-04-21,Sun,10:43:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_2,1.63,1.53,2.49
5108,19404,2019-04-21,Sun,10:43:00,Reeses stuffed with pieces,Full Size,Good,Retail,Type_A,A000006520,discount_type_2,1.63,1.53,2.49
5109,19404,2019-04-21,Sun,10:43:00,Nestle Butterfinger,Full Size,Good,Retail,Type_A,A000006609,discount_type_2,1.64,1.53,2.51
5110,19404,2019-04-21,Sun,10:43:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_2,1.65,1.53,2.52
5111,19404,2019-04-21,Sun,10:43:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006699,discount_type_2,1.64,1.89,3.1
5112,19403,2019-04-21,Sun,10:37:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,1.64,1.7,2.79
5113,19403,2019-04-21,Sun,10:37:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_1,1.66,1.7,2.82
5114,19403,2019-04-21,Sun,10:37:00,Mr Good Bar,Full Size,Good,Retail,Type_A,A000006514,discount_type_1,1.65,1.7,2.8
5115,19403,2019-04-21,Sun,10:37:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006699,discount_type_1,3.27,1.7,5.56
5116,19402,2019-04-21,Sun,10:28:00,Nestle Butterfinger,Full Size,Good,Retail,Type_A,A000006609,discount_type_1,3.27,1.84,6.02
5117,19401,2019-04-21,Sun,10:26:00,Haribo Gold Bears,Full Size,Good,Retail,Type_A,A000006703,discount_type_2,3.28,1.65,5.41
5118,19400,2019-04-21,Sun,10:25:00,Haribo Sour Bears,Full Size,Good,Retail,Type_A,A000006674,discount_type_1,1.65,1.81,2.99
5119,19400,2019-04-21,Sun,10:25:00,Mr Good Bar,Full Size,Good,Retail,Type_A,A000006514,discount_type_1,1.67,1.82,3.04
5120,19400,2019-04-21,Sun,10:25:00,Sour Patch Kids,Full Size,Good,Retail,Type_A,9000001008,discount_type_1,1.63,1.58,2.58
5121,19399,2019-04-21,Sun,10:21:00,Snickers Crisper,Fun Size,Good,Retail,Type_A,9000001008,discount_type_1,0.28,3.7,1.04
5122,19399,2019-04-21,Sun,10:21:00,Snickers Crisper,Fun Size,Good,Retail,Type_A,9000001008,discount_type_1,0.28,3.7,1.04
5123,19399,2019-04-21,Sun,10:21:00,Snickers Crisper,Fun Size,Good,Retail,Type_A,9000001008,discount_type_1,0.28,3.7,1.04
5124,19399,2019-04-21,Sun,10:21:00,Snickers Crisper,Fun Size,Good,Retail,Type_A,9000001008,discount_type_1,0.28,3.7,1.04
5125,19399,2019-04-21,Sun,10:21:00,Snickers Crisper,Fun Size,Good,Retail,Type_A,9000001008,discount_type_1,0.28,3.7,1.04
5126,19399,2019-04-21,Sun,10:21:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
5127,19399,2019-04-21,Sun,10:21:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
5128,19399,2019-04-21,Sun,10:21:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
5129,19399,2019-04-21,Sun,10:21:00,Hersheys Kisses,Fun Size,Good,Retail,Type_A,A000006686,discount_type_1,0.28,3.7,1.04
5130,19399,2019-04-21,Sun,10:21:00,Hersheys Kisses,Fun Size,Good,Retail,Type_A,A000006686,discount_type_1,0.28,3.7,1.04
5131,19399,2019-04-21,Sun,10:21:00,Hersheys Kisses,Fun Size,Good,Retail,Type_A,A000006686,discount_type_1,0.28,3.7,1.04
5132,19399,2019-04-21,Sun,10:21:00,Reeses stuffed with pieces,Full Size,Good,Retail,Type_A,A000006520,discount_type_1,1.63,1.72,2.8
5133,19399,2019-04-21,Sun,10:21:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,1.63,1.71,2.79
5134,19399,2019-04-21,Sun,10:21:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006699,discount_type_1,1.63,1.72,2.8
5135,19399,2019-04-21,Sun,10:21:00,Hersheys Milk Chocolate,Full Size,Good,Retail,Type_A,A000006702,discount_type_1,1.63,1.72,2.8
5136,19399,2019-04-21,Sun,10:21:00,Reeses Miniatures,Full Size,Good,Retail,Type_A,A000006697,discount_type_1,1.63,1.85,3.02
5137,19399,2019-04-21,Sun,10:21:00,100 Grand,Full Size,Good,Retail,Type_A,A000006517,discount_type_1,1.63,1.85,3.02
5138,19398,2019-04-21,Sun,10:20:00,Reeses Miniatures,Full Size,Good,Retail,Type_A,A000006697,discount_type_1,6.53,1.64,10.71
5139,19398,2019-04-21,Sun,10:20:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,6.54,1.64,10.73
5140,19397,2019-04-21,Sun,10:11:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_1,1.64,1.7,2.79
5141,19397,2019-04-21,Sun,10:11:00,Reeses Miniatures,Full Size,Good,Retail,Type_A,A000006697,discount_type_1,1.65,1.7,2.8
5142,19397,2019-04-21,Sun,10:11:00,Hersheys Special Dark,Full Size,Good,Retail,Type_A,A000006516,discount_type_1,1.65,1.7,2.8
5143,19397,2019-04-21,Sun,10:11:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,1.65,1.7,2.8
5144,19397,2019-04-21,Sun,10:11:00,Air Heads,Fun Size,Good,Retail,Type_A,A000006684,discount_type_1,0.28,3.7,1.04
5145,19397,2019-04-21,Sun,10:11:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
5146,19395,2019-04-21,Sun,09:58:00,Snickers,Full Size,Good,Retail,Type_A,A000006607,discount_type_1,1.63,1.85,3.02
5147,19395,2019-04-21,Sun,09:58:00,Starburst,Full Size,Good,Retail,Type_A,A000006521,discount_type_1,1.63,1.85,3.02
5148,19395,2019-04-21,Sun,09:58:00,Reeses stuffed with pieces,Full Size,Good,Retail,Type_A,A000006520,discount_type_1,1.63,2.1,3.42
5149,19394,2019-04-21,Sun,09:53:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_8,1.65,1.44,2.38
5150,19394,2019-04-21,Sun,09:53:00,Reeses stuffed with pieces,Full Size,Good,Retail,Type_A,A000006520,discount_type_8,1.66,1.44,2.39
5151,19394,2019-04-21,Sun,09:53:00,Snickers,Full Size,Good,Retail,Type_A,A000006607,discount_type_8,3.27,1.44,4.71
5152,19393,2019-04-21,Sun,09:46:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_8,3.28,1.56,5.12
5153,19392,2019-04-21,Sun,09:42:00,Hersheys Special Dark,Full Size,Good,Retail,Type_A,A000006516,discount_type_8,0.82,1.76,1.44
5154,19392,2019-04-21,Sun,09:42:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_8,0.83,1.76,1.46
5155,19390,2019-04-21,Sun,09:35:00,Nestle Butterfinger,Full Size,Good,Retail,Type_A,A000006609,discount_type_13,0.96,1.66,1.59
5156,19390,2019-04-21,Sun,09:35:00,Hersheys Krackel,Full Size,Good,Retail,Type_A,A000006557,discount_type_13,1.64,1.66,2.72
5157,19390,2019-04-21,Sun,09:35:00,Skittles original,Full Size,Good,Retail,Type_A,A000006376,discount_type_13,1.65,1.66,2.74
5158,19390,2019-04-21,Sun,09:35:00,Milky Way Simply Caramel,Full Size,Good,Retail,Type_A,A000006371,discount_type_13,0.95,1.66,1.58
5159,19389,2019-04-21,Sun,09:32:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006699,discount_type_1,1.64,1.71,2.8
5160,19389,2019-04-21,Sun,09:32:00,Nestle Butterfinger,Full Size,Good,Retail,Type_A,A000006609,discount_type_1,1.66,1.71,2.84
5161,19389,2019-04-21,Sun,09:32:00,Mr Good Bar,Full Size,Good,Retail,Type_A,A000006514,discount_type_1,1.64,1.71,2.8
5162,19389,2019-04-21,Sun,09:32:00,Starburst,Full Size,Good,Retail,Type_A,A000006521,discount_type_1,1.65,1.71,2.82
5163,19389,2019-04-21,Sun,09:32:00,Twix,Full Size,Good,Retail,Type_A,A000006706,discount_type_1,1.66,1.71,2.84
5164,19389,2019-04-21,Sun,09:32:00,Hersheys Milk Chocolate,Full Size,Good,Retail,Type_A,A000006702,discount_type_1,1.64,1.71,2.8
5165,19389,2019-04-21,Sun,09:32:00,Milky Way Simply Caramel,Full Size,Good,Retail,Type_A,A000006371,discount_type_1,1.64,1.71,2.8
5166,19388,2019-04-21,Sun,09:26:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_16,1.65,1.65,2.72
5167,19388,2019-04-21,Sun,09:26:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_16,1.64,1.65,2.71
5168,19387,2019-04-21,Sun,09:18:00,Almond Joy,Fun Size,Good,Retail,Type_A,9000000812,discount_type_1,0.28,3.7,1.04
5169,19387,2019-04-21,Sun,09:18:00,Air Heads,Fun Size,Good,Retail,Type_A,A000006684,discount_type_1,0.28,3.7,1.04
5170,19386,2019-04-21,Sun,09:15:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_8,0.48,2.11,1.01
5171,19383,2019-04-21,Sun,09:08:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006699,discount_type_13,0.82,1.88,1.54
5172,19383,2019-04-21,Sun,09:08:00,Haribo Gold Bears,Full Size,Good,Retail,Type_A,A000006703,discount_type_13,0.82,1.88,1.54
5173,19381,2019-04-21,Sun,09:04:00,Snickers,Full Size,Good,Retail,Type_A,A000006607,discount_type_8,3.27,1.4,4.58
5174,19381,2019-04-21,Sun,09:04:00,Nestle Butterfinger,Full Size,Good,Retail,Type_A,A000006609,discount_type_8,3.27,1.4,4.58
5175,19381,2019-04-21,Sun,09:04:00,Skittles original,Full Size,Good,Retail,Type_A,A000006376,discount_type_8,3.28,1.4,4.59
5176,19381,2019-04-21,Sun,09:04:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_8,3.28,1.4,4.59
5177,19380,2019-04-21,Sun,09:03:00,Air Heads,Fun Size,Good,Retail,Type_A,A000006684,discount_type_13,0.28,3.33,0.93
5178,19380,2019-04-21,Sun,09:03:00,Air Heads,Fun Size,Good,Retail,Type_A,A000006684,discount_type_13,0.28,3.33,0.93
5179,19380,2019-04-21,Sun,09:03:00,Skittles original,Fun Size,Good,Retail,Type_A,A000006654,discount_type_13,0.28,3.33,0.93
5180,19380,2019-04-21,Sun,09:03:00,Skittles original,Fun Size,Good,Retail,Type_A,A000006654,discount_type_13,0.28,3.33,0.93
5181,19380,2019-04-21,Sun,09:03:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_13,0.28,3.33,0.93
5182,19380,2019-04-21,Sun,09:03:00,Sour Patch Tricksters,Fun Size,Good,Retail,Type_A,A000006523,discount_type_13,0.28,3.33,0.93
5183,19380,2019-04-21,Sun,09:03:00,Milky Way Simply Caramel,Full Size,Good,Retail,Type_A,A000006371,discount_type_13,0.48,2.26,1.08
5184,19379,2019-04-21,Sun,08:55:00,Snickers,Full Size,Good,Retail,Type_A,A000006607,discount_type_8,3.26,1.4,4.56
5185,19379,2019-04-21,Sun,08:55:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_8,3.27,1.4,4.58
5186,19379,2019-04-21,Sun,08:55:00,Haribo Sour Bears,Full Size,Good,Retail,Type_A,A000006674,discount_type_8,3.26,1.4,4.56
5187,19379,2019-04-21,Sun,08:55:00,100 Grand,Full Size,Good,Retail,Type_A,A000006517,discount_type_8,3.26,1.4,4.56
5188,19378,2019-04-21,Sun,08:44:00,Twix,Full Size,Good,Retail,Type_A,A000006706,discount_type_8,3.28,1.45,4.76
5189,19378,2019-04-21,Sun,08:44:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_8,6.54,1.45,9.48
5190,19377,2019-04-21,Sun,08:36:00,Starburst,Full Size,Good,Retail,Type_A,A000006521,discount_type_8,1.4,1.78,2.49
5191,19377,2019-04-21,Sun,08:36:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_8,0.25,1.77,0.44
5192,19376,2019-04-21,Sun,08:32:00,Haribo Sour Bears,Full Size,Good,Retail,Type_A,A000006674,discount_type_13,11.43,1.55,17.72
5193,19374,2019-04-21,Sun,08:25:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_8,1.63,1.4,2.28
5194,19374,2019-04-21,Sun,08:25:00,Mr Good Bar,Full Size,Good,Retail,Type_A,A000006514,discount_type_8,3.28,1.4,4.59
5195,19374,2019-04-21,Sun,08:25:00,Starburst,Full Size,Good,Retail,Type_A,A000006521,discount_type_8,1.64,1.4,2.3
5196,19374,2019-04-21,Sun,08:25:00,M&Ms,Full Size,Good,Retail,Type_A,A000006524,discount_type_8,1.64,1.4,2.3
5197,19374,2019-04-21,Sun,08:25:00,Skittles original,Full Size,Good,Retail,Type_A,A000006376,discount_type_8,3.28,1.4,4.59
5198,19374,2019-04-21,Sun,08:25:00,Hersheys Milk Chocolate,Full Size,Good,Retail,Type_A,A000006702,discount_type_8,1.63,1.4,2.28
5199,19373,2019-04-21,Sun,08:25:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_13,13.03,1.48,19.28
5200,19372,2019-04-21,Sun,08:19:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_8,3.28,1.4,4.59
5201,19372,2019-04-21,Sun,08:19:00,Hersheys Milk Chocolate,Full Size,Good,Retail,Type_A,A000006702,discount_type_8,3.26,1.4,4.56
5202,19372,2019-04-21,Sun,08:19:00,Twix,Full Size,Good,Retail,Type_A,A000006706,discount_type_8,6.51,1.4,9.11
5203,19371,2019-04-21,Sun,08:10:00,Hersheys Special Dark,Full Size,Good,Retail,Type_A,A000006516,discount_type_8,6.54,1.4,9.16
5204,19371,2019-04-21,Sun,08:10:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_8,6.53,1.4,9.14
5205,19370,2019-04-21,Sun,08:07:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_8,1.66,1.76,2.92
5206,19368,2019-04-20,Sat,21:47:00,Reeses pieces,Full Size,Good,Retail,Type_A,A000006699,discount_type_40,1.51,0.03,0.05
5207,19366,2019-04-20,Sat,21:45:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_1,6.56,1.64,10.76
5208,19366,2019-04-20,Sat,21:45:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,6.56,1.64,10.76
5209,19365,2019-04-20,Sat,21:43:00,Snickers,Full Size,Good,Retail,Type_A,A000006607,discount_type_1,6.53,1.71,11.17
5210,19365,2019-04-20,Sat,21:43:00,Hersheys Milk Chocolate,Full Size,Good,Retail,Type_A,A000006702,discount_type_1,3.29,1.71,5.63
5211,19364,2019-04-20,Sat,21:41:00,Haribo Gold Bears,Full Size,Good,Retail,Type_A,A000006703,discount_type_1,0.5,1.85,0.92
5212,19364,2019-04-20,Sat,21:41:00,Starburst,Full Size,Good,Retail,Type_A,A000006521,discount_type_1,1.66,1.85,3.07
5213,19364,2019-04-20,Sat,21:41:00,Nestle Butterfinger,Full Size,Good,Retail,Type_A,A000006609,discount_type_1,1.67,1.85,3.09
5214,19362,2019-04-20,Sat,21:35:00,100 Grand,Full Size,Good,Retail,Type_A,A000006517,discount_type_1,1.65,2.09,3.45
5215,19361,2019-04-20,Sat,21:32:00,Sour Patch Tricksters,Fun Size,Good,Retail,Type_A,A000006523,discount_type_1,0.28,3.7,1.04
5216,19361,2019-04-20,Sat,21:32:00,Reeses stuffed with pieces,Fun Size,Good,Retail,Type_A,A000006339,discount_type_1,0.28,3.7,1.04
5217,19361,2019-04-20,Sat,21:32:00,Skittles wildberry,Fun Size,Good,Retail,Type_A,A000006689,discount_type_1,0.28,3.7,1.04
5218,19360,2019-04-20,Sat,21:31:00,Baby Ruth,Full Size,Good,Retail,Type_A,A000006673,discount_type_2,1.64,1.89,3.1
5219,19359,2019-04-20,Sat,21:31:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,1.67,2.06,3.44
5220,19358,2019-04-20,Sat,21:29:00,Snickers,Full Size,Good,Retail,Type_A,A000006607,discount_type_2,1.67,1.63,2.72
5221,19358,2019-04-20,Sat,21:29:00,Starburst,Full Size,Good,Retail,Type_A,A000006521,discount_type_2,1.65,1.63,2.69
5222,19357,2019-04-20,Sat,21:28:00,Mr Good Bar,Full Size,Good,Retail,Type_A,A000006514,discount_type_24,3.29,1.69,5.56
5223,19357,2019-04-20,Sat,21:28:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_24,3.31,1.69,5.59
5224,19356,2019-04-20,Sat,21:26:00,Nestle Butterfinger,Full Size,Good,Retail,Type_A,A000006609,discount_type_2,3.26,1.53,4.99
5225,19356,2019-04-20,Sat,21:26:00,Mr Good Bar,Full Size,Good,Retail,Type_A,A000006514,discount_type_2,3.3,1.53,5.05
5226,19355,2019-04-20,Sat,21:23:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_2,1.67,1.64,2.74
5227,19355,2019-04-20,Sat,21:23:00,Skittles original,Full Size,Good,Retail,Type_A,A000006376,discount_type_2,1.64,1.64,2.69
5228,19352,2019-04-20,Sat,21:19:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_4,1.67,1.52,2.54
5229,19352,2019-04-20,Sat,21:19:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_5,1.67,1.52,2.54
5230,19352,2019-04-20,Sat,21:19:00,Peanut M&Ms,Full Size,Good,Retail,Type_A,A000006398,discount_type_5,3.29,1.52,5.0
5231,19351,2019-04-20,Sat,21:19:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,1.63,2.11,3.44
5232,19351,2019-04-20,Sat,21:19:00,100 Grand,Full Size,Good,Retail,Type_A,A000006517,discount_type_1,0.48,2.11,1.01
5233,19350,2019-04-20,Sat,21:18:00,100 Grand,Full Size,Good,Retail,Type_A,A000006517,discount_type_2,3.3,1.54,5.08
5234,19350,2019-04-20,Sat,21:18:00,Hersheys Milk Chocolate,Full Size,Good,Retail,Type_A,A000006702,discount_type_2,3.28,1.54,5.05
5235,19350,2019-04-20,Sat,21:18:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_2,3.3,1.54,5.08
5236,19350,2019-04-20,Sat,21:18:00,Snickers,Full Size,Good,Retail,Type_A,A000006607,discount_type_2,3.29,1.54,5.07
5237,19349,2019-04-20,Sat,21:16:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,11.4,1.73,19.72
5238,19347,2019-04-20,Sat,21:08:00,Swedish Fish,Full Size,Good,Retail,Type_A,A000006522,discount_type_1,3.26,1.83,5.97
5239,19347,2019-04-20,Sat,21:08:00,Lifesavers big ring gummies,Full Size,Good,Retail,Type_A,9000001037,discount_type_1,1.67,1.83,3.06
5240,19346,2019-04-20,Sat,21:05:00,Hersheys Krackel,Full Size,Good,Retail,Type_A,A000006557,discount_type_1,0.5,2.11,1.06
5241,19346,2019-04-20,Sat,21:05:00,Haribo Gold Bears,Full Size,Good,Retail,Type_A,A000006703,discount_type_1,0.51,2.11,1.08
