,invoice,package_id,qty,unit_price,sale_amount,item_name,date,day,time,transaction,category,store_category,campaign,metro_area,county_1,total_market_sales
696,22993,A000006689,0.28,0.15,0.04,Skittles wildberry,2019-05-20,Mon,09:35:00,Good,Retail,Type_A,discount_type_4,,,
698,22991,A000006801,1.63,1.14,1.86,Snickers Crisper,2019-05-20,Mon,08:58:00,Good,Retail,Type_A,discount_type_13,,,
699,22990,A000006801,1.63,1.14,1.86,Snickers Crisper,2019-05-20,Mon,08:55:00,Good,Retail,Type_A,discount_type_13,,,
700,22989,A000006516,0.49,3.76,1.84,Hersheys Special Dark,2019-05-20,Mon,08:39:00,Good,Retail,Type_A,discount_type_2,,,
703,22989,A000006880,0.5,4.66,2.33,Swedish Fish,2019-05-20,Mon,08:39:00,Good,Retail,Type_A,discount_type_2,,,
706,22989,A000006878,0.51,4.66,2.38,Nestle Crunch,2019-05-20,Mon,08:39:00,Good,Retail,Type_A,discount_type_2,,,
709,22988,A000006878,1.65,1.56,2.57,Nestle Crunch,2019-05-19,Sun,21:41:00,Good,Retail,Type_A,discount_type_6,,,
710,22987,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,21:20:00,Good,Retail,Type_A,discount_type_1,,,
711,22986,A000006371,1.64,3.03,4.97,Milky Way Simply Caramel,2019-05-19,Sun,21:17:00,Good,Retail,Type_A,discount_type_1,,,
714,22986,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,21:17:00,Good,Retail,Type_A,discount_type_1,,,
717,22986,A000006816,0.28,3.7,1.04,Reeses Miniatures,2019-05-19,Sun,21:17:00,Good,Retail,Type_A,discount_type_1,,,
720,22984,A000006891,0.48,4.3,2.06,Sour Patch Tricksters,2019-05-19,Sun,20:59:00,Good,Retail,Type_A,discount_type_1,,,
721,22983,A000006398,3.29,1.83,6.02,Peanut M&Ms,2019-05-19,Sun,20:57:00,Good,Retail,Type_A,discount_type_1,,,
722,22982,9000000935,0.28,0.15,0.04,Almond Joy,2019-05-19,Sun,20:41:00,Good,Retail,Type_A,discount_type_1,,,
725,22982,A000006815,6.52,1.71,11.15,Reeses pieces,2019-05-19,Sun,20:41:00,Good,Retail,Type_A,discount_type_1,,,
728,22982,A000006709,6.24,2.73,17.04,Reeses Peanut Butter cup,2019-05-19,Sun,20:41:00,Good,Retail,Type_A,discount_type_1,,,
731,22981,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,20:38:00,Good,Retail,Type_A,discount_type_1,,,
735,22980,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,20:35:00,Good,Retail,Type_A,discount_type_4,,,
738,22980,A000006815,1.64,1.89,3.1,Reeses pieces,2019-05-19,Sun,20:35:00,Good,Retail,Type_A,discount_type_4,,,
741,22980,A000006690,0.28,3.33,0.93,Reeses pieces,2019-05-19,Sun,20:35:00,Good,Retail,Type_A,discount_type_4,,,
744,22979,A000006690,0.28,3.7,1.04,Reeses pieces,2019-05-19,Sun,20:28:00,Good,Retail,Type_A,discount_type_1,,,
745,22978,A000006815,1.65,1.87,3.09,Reeses pieces,2019-05-19,Sun,20:19:00,Good,Retail,Type_A,discount_type_2,,,
746,22977,A000006823,0.28,0.15,0.04,Nestle Butterfinger,2019-05-19,Sun,20:18:00,Good,Retail,Type_A,discount_type_1,,,
747,22975,A000006815,3.28,1.48,4.85,Reeses pieces,2019-05-19,Sun,20:15:00,Good,Retail,Type_A,discount_type_14,,,
748,22974,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,20:05:00,Good,Retail,Type_A,discount_type_4,,,
749,22973,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,20:03:00,Good,Retail,Type_A,discount_type_1,,,
755,22973,A000006516,0.96,3.7,3.55,Hersheys Special Dark,2019-05-19,Sun,20:03:00,Good,Retail,Type_A,discount_type_1,,,
758,22972,9000000935,0.28,3.7,1.04,Almond Joy,2019-05-19,Sun,19:59:00,Good,Retail,Type_A,discount_type_1,,,
759,22971,A000006815,3.3,1.64,5.41,Reeses pieces,2019-05-19,Sun,19:17:00,Good,Retail,Type_A,discount_type_2,,,
760,22970,A000006879,1.67,1.54,2.57,Nerds,2019-05-19,Sun,19:16:00,Good,Retail,Type_A,discount_type_1,,,
761,22969,A000006815,1.64,1.64,2.69,Reeses pieces,2019-05-19,Sun,19:11:00,Good,Retail,Type_A,discount_type_2,,,
763,22969,A000006704,1.67,1.64,2.74,Snickers,2019-05-19,Sun,19:11:00,Good,Retail,Type_A,discount_type_2,,,
765,22968,A000006821,0.28,3.33,0.93,Reeses stuffed with pieces,2019-05-19,Sun,19:10:00,Good,Retail,Type_A,discount_type_2,,,
766,22966,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,19:06:00,Good,Retail,Type_A,discount_type_1,,,
782,22965,A000006815,0.95,2.12,2.01,Reeses pieces,2019-05-19,Sun,18:52:00,Good,Retail,Type_A,discount_type_1,,,
784,22965,9000000935,0.28,3.7,1.04,Almond Joy,2019-05-19,Sun,18:52:00,Good,Retail,Type_A,discount_type_1,,,
786,22964,A000006820,0.28,2.4,0.67,Snickers,2019-05-19,Sun,18:42:00,Good,Retail,Type_A,discount_type_6,,,
787,22963,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,18:33:00,Good,Retail,Type_A,discount_type_1,,,
788,22962,A000006398,0.48,2.24,1.08,Peanut M&Ms,2019-05-19,Sun,18:23:00,Good,Retail,Type_A,discount_type_2,,,
791,22962,A000006700,0.82,2.68,2.2,Hersheys Kisses,2019-05-19,Sun,18:23:00,Good,Retail,Type_A,discount_type_2,,,
794,22962,A000006674,0.85,2.68,2.28,Haribo Sour Bears,2019-05-19,Sun,18:23:00,Good,Retail,Type_A,discount_type_2,,,
797,22961,A000006704,0.48,2.24,1.08,Snickers,2019-05-19,Sun,18:21:00,Good,Retail,Type_A,discount_type_2,,,
798,22960,A000006801,1.63,1.14,1.86,Snickers Crisper,2019-05-19,Sun,18:11:00,Good,Retail,Type_A,discount_type_2,,,
799,22959,A000006398,1.67,1.55,2.59,Peanut M&Ms,2019-05-19,Sun,18:09:00,Good,Retail,Type_A,discount_type_1,,,
801,22959,A000006880,1.65,1.55,2.56,Swedish Fish,2019-05-19,Sun,18:09:00,Good,Retail,Type_A,discount_type_1,,,
803,22958,A000006801,1.63,1.14,1.86,Snickers Crisper,2019-05-19,Sun,18:06:00,Good,Retail,Type_A,discount_type_2,,,
804,22957,A000006815,13.04,1.65,21.52,Reeses pieces,2019-05-19,Sun,17:48:00,Good,Retail,Type_A,discount_type_1,,,
805,22956,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,17:41:00,Good,Retail,Type_A,discount_type_1,,,
806,22955,A000006801,1.63,1.14,1.86,Snickers Crisper,2019-05-19,Sun,17:24:00,Good,Retail,Type_A,discount_type_2,,,
807,22954,A000006815,1.67,1.85,3.09,Reeses pieces,2019-05-19,Sun,17:18:00,Good,Retail,Type_A,discount_type_2,,,
809,22954,A000006801,1.63,1.14,1.86,Snickers Crisper,2019-05-19,Sun,17:18:00,Good,Retail,Type_A,discount_type_2,,,
811,22953,A000006878,0.51,4.27,2.18,Nestle Crunch,2019-05-19,Sun,16:53:00,Good,Retail,Type_A,discount_type_1,,,
812,22952,A000006820,0.28,3.7,1.04,Snickers,2019-05-19,Sun,16:51:00,Good,Retail,Type_A,discount_type_1,,,
813,22951,A000006674,1.67,2.99,4.99,Haribo Sour Bears,2019-05-19,Sun,16:46:00,Good,Retail,Type_A,discount_type_1,,,
814,22949,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,16:42:00,Good,Retail,Type_A,discount_type_1,,,
816,22949,9000001037,1.67,3.7,6.18,Lifesavers big ring gummies,2019-05-19,Sun,16:42:00,Good,Retail,Type_A,discount_type_1,,,
818,22948,A000006815,1.67,1.85,3.09,Reeses pieces,2019-05-19,Sun,16:39:00,Good,Retail,Type_A,discount_type_2,,,
819,22947,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,16:37:00,Good,Retail,Type_A,discount_type_1,,,
823,22946,A000006609,3.29,2.82,9.28,Nestle Butterfinger,2019-05-19,Sun,16:21:00,Good,Retail,Type_A,discount_type_1,,,
824,22944,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,16:17:00,Good,Retail,Type_A,discount_type_4,,,
825,22943,A000006690,0.28,3.33,0.93,Reeses pieces,2019-05-19,Sun,16:15:00,Good,Retail,Type_A,discount_type_15,,,
827,22943,A000006816,0.28,3.33,0.93,Reeses Miniatures,2019-05-19,Sun,16:15:00,Good,Retail,Type_A,discount_type_15,,,
829,22941,A000006878,0.51,4.7,2.4,Nestle Crunch,2019-05-19,Sun,16:04:00,Good,Retail,Type_A,discount_type_1,,,
832,22941,A000006701,0.48,3.2,1.54,Skittles original,2019-05-19,Sun,16:04:00,Good,Retail,Type_A,discount_type_1,,,
835,22941,A000006799,0.49,4.22,2.07,Skittles wildberry,2019-05-19,Sun,16:04:00,Good,Retail,Type_A,discount_type_1,,,
838,22940,A000006815,1.67,1.62,2.71,Reeses pieces,2019-05-19,Sun,15:58:00,Good,Retail,Type_A,discount_type_2,,,
840,22940,A000006398,1.67,1.62,2.71,Peanut M&Ms,2019-05-19,Sun,15:58:00,Good,Retail,Type_A,discount_type_2,,,
842,22939,A000006815,3.29,1.52,5.0,Reeses pieces,2019-05-19,Sun,15:58:00,Good,Retail,Type_A,discount_type_2,,,
846,22939,A000006704,3.32,1.52,5.05,Snickers,2019-05-19,Sun,15:58:00,Good,Retail,Type_A,discount_type_2,,,
850,22939,A000006697,0.84,2.69,2.26,Reeses Miniatures,2019-05-19,Sun,15:58:00,Good,Retail,Type_A,discount_type_2,,,
854,22939,A000006701,0.83,2.69,2.23,Skittles original,2019-05-19,Sun,15:58:00,Good,Retail,Type_A,discount_type_2,,,
858,22938,A000006877,6.55,3.05,19.98,Mr Good Bar,2019-05-19,Sun,15:49:00,Good,Retail,Type_A,discount_type_2,,,
859,22937,A000006609,1.64,3.03,4.97,Nestle Butterfinger,2019-05-19,Sun,15:39:00,Good,Retail,Type_A,discount_type_1,,,
861,22937,9000000935,0.28,3.7,1.04,Almond Joy,2019-05-19,Sun,15:39:00,Good,Retail,Type_A,discount_type_1,,,
863,22935,A000006823,0.28,3.7,1.04,Nestle Butterfinger,2019-05-19,Sun,15:31:00,Good,Retail,Type_A,discount_type_1,,,
865,22935,A000006821,0.28,3.7,1.04,Reeses stuffed with pieces,2019-05-19,Sun,15:31:00,Good,Retail,Type_A,discount_type_1,,,
867,22934,A000006823,0.28,3.7,1.04,Nestle Butterfinger,2019-05-19,Sun,15:28:00,Good,Retail,Type_A,discount_type_1,,,
869,22934,A000006816,0.28,3.7,1.04,Reeses Miniatures,2019-05-19,Sun,15:28:00,Good,Retail,Type_A,discount_type_1,,,
871,22933,A000006689,0.28,3.7,1.04,Skittles wildberry,2019-05-19,Sun,15:21:00,Good,Retail,Type_A,discount_type_1,,,
872,22931,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,15:13:00,Good,Retail,Type_A,discount_type_1,,,
873,22930,A000006831,1.63,0.53,0.86,Nerds,2019-05-19,Sun,14:47:00,Good,Retail,Type_A,discount_type_1,,,
887,22930,A000006843,1.63,0.53,0.86,M&Ms,2019-05-19,Sun,14:47:00,Good,Retail,Type_A,discount_type_1,,,
894,22930,A000006383,1.63,0.53,0.86,Haribo Sour Bears,2019-05-19,Sun,14:47:00,Good,Retail,Type_A,discount_type_1,,,
908,22930,A000006826,1.63,0.53,0.86,Nestle Crunch,2019-05-19,Sun,14:47:00,Good,Retail,Type_A,discount_type_1,,,
922,22928,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,14:17:00,Good,Retail,Type_A,discount_type_1,,,
923,22927,A000006801,3.26,1.27,4.14,Snickers Crisper,2019-05-19,Sun,14:14:00,Good,Retail,Type_A,discount_type_1,,,
924,22924,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,13:59:00,Good,Retail,Type_A,discount_type_1,,,
925,22923,A000006799,1.67,1.54,2.57,Skittles wildberry,2019-05-19,Sun,13:48:00,Good,Retail,Type_A,discount_type_6,,,
926,22921,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,13:41:00,Good,Retail,Type_A,discount_type_1,,,
927,22920,A000006815,1.66,2.07,3.44,Reeses pieces,2019-05-19,Sun,13:40:00,Good,Retail,Type_A,discount_type_1,,,
929,22920,A000006690,0.28,3.7,1.04,Reeses pieces,2019-05-19,Sun,13:40:00,Good,Retail,Type_A,discount_type_1,,,
931,22918,A000006815,3.29,1.64,5.4,Reeses pieces,2019-05-19,Sun,13:24:00,Good,Retail,Type_A,discount_type_2,,,
932,22917,A000006704,1.67,1.86,3.11,Snickers,2019-05-19,Sun,13:23:00,Good,Retail,Type_A,discount_type_2,,,
933,22916,A000006398,0.81,1.89,1.53,Peanut M&Ms,2019-05-19,Sun,13:20:00,Good,Retail,Type_A,discount_type_2,,,
935,22916,A000006704,0.82,1.89,1.55,Snickers,2019-05-19,Sun,13:20:00,Good,Retail,Type_A,discount_type_2,,,
937,22915,A000006815,1.66,2.07,3.44,Reeses pieces,2019-05-19,Sun,13:18:00,Good,Retail,Type_A,discount_type_1,,,
938,22914,A000006371,0.48,3.2,1.54,Milky Way Simply Caramel,2019-05-19,Sun,13:13:00,Good,Retail,Type_A,discount_type_1,,,
942,22914,A000006704,3.26,1.7,5.54,Snickers,2019-05-19,Sun,13:13:00,Good,Retail,Type_A,discount_type_1,,,
946,22914,A000006815,3.31,1.7,5.63,Reeses pieces,2019-05-19,Sun,13:13:00,Good,Retail,Type_A,discount_type_1,,,
950,22914,A000006821,0.28,0.15,0.04,Reeses stuffed with pieces,2019-05-19,Sun,13:13:00,Good,Retail,Type_A,discount_type_1,,,
954,22912,A000006704,1.66,1.86,3.09,Snickers,2019-05-19,Sun,12:53:00,Good,Retail,Type_A,discount_type_2,,,
955,22911,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,12:41:00,Good,Retail,Type_A,discount_type_1,,,
956,22910,A000006398,0.51,2.13,1.09,Peanut M&Ms,2019-05-19,Sun,12:38:00,Good,Retail,Type_A,discount_type_2,,,
957,22909,A000006821,0.28,3.7,1.04,Reeses stuffed with pieces,2019-05-19,Sun,12:35:00,Good,Retail,Type_A,discount_type_1,,,
958,22908,A000006689,0.28,0.15,0.04,Skittles wildberry,2019-05-19,Sun,12:34:00,Good,Retail,Type_A,discount_type_1,,,
959,22907,A000006878,0.5,4.79,2.4,Nestle Crunch,2019-05-19,Sun,12:34:00,Good,Retail,Type_A,discount_type_1,,,
960,22906,A000006815,6.51,1.54,10.03,Reeses pieces,2019-05-19,Sun,12:31:00,Good,Retail,Type_A,discount_type_2,,,
963,22906,A000006880,1.65,4.59,7.57,Swedish Fish,2019-05-19,Sun,12:31:00,Good,Retail,Type_A,discount_type_2,,,
966,22906,A000006820,0.28,0.15,0.04,Snickers,2019-05-19,Sun,12:31:00,Good,Retail,Type_A,discount_type_2,,,
969,22905,A000006689,0.28,3.7,1.04,Skittles wildberry,2019-05-19,Sun,12:26:00,Good,Retail,Type_A,discount_type_1,,,
970,22904,A000006609,0.5,2.77,1.38,Nestle Butterfinger,2019-05-19,Sun,12:20:00,Good,Retail,Type_A,discount_type_5,,,
972,22904,A000006609,0.5,2.77,1.38,Nestle Butterfinger,2019-05-19,Sun,12:20:00,Good,Retail,Type_A,discount_type_1,,,
973,22904,A000006701,0.5,2.8,1.4,Skittles original,2019-05-19,Sun,12:20:00,Good,Retail,Type_A,discount_type_5,,,
975,22904,A000006701,0.5,2.8,1.4,Skittles original,2019-05-19,Sun,12:20:00,Good,Retail,Type_A,discount_type_1,,,
976,22904,A000006821,0.28,0.15,0.04,Reeses stuffed with pieces,2019-05-19,Sun,12:20:00,Good,Retail,Type_A,discount_type_5,,,
978,22904,A000006821,0.28,0.15,0.04,Reeses stuffed with pieces,2019-05-19,Sun,12:20:00,Good,Retail,Type_A,discount_type_1,,,
979,22903,A000006608,6.53,1.48,9.66,Snickers Crisper,2019-05-19,Sun,12:11:00,Good,Retail,Type_A,discount_type_2,,,
981,22903,A000006815,6.51,1.48,9.63,Reeses pieces,2019-05-19,Sun,12:11:00,Good,Retail,Type_A,discount_type_2,,,
983,22902,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,12:07:00,Good,Retail,Type_A,discount_type_1,,,
984,22901,A000006709,3.3,2.81,9.27,Reeses Peanut Butter cup,2019-05-19,Sun,12:02:00,Good,Retail,Type_A,discount_type_1,,,
986,22901,A000006702,3.27,4.94,16.15,Hersheys Milk Chocolate,2019-05-19,Sun,12:02:00,Good,Retail,Type_A,discount_type_1,,,
988,22899,A000006609,3.27,2.45,8.01,Nestle Butterfinger,2019-05-19,Sun,11:26:00,Good,Retail,Type_A,discount_type_2,,,
990,22899,A000006697,3.3,2.45,8.09,Reeses Miniatures,2019-05-19,Sun,11:26:00,Good,Retail,Type_A,discount_type_2,,,
992,22898,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,11:25:00,Good,Retail,Type_A,discount_type_1,,,
993,22896,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-19,Sun,11:16:00,Good,Retail,Type_A,discount_type_1,,,
994,22895,A000006815,1.64,1.89,3.1,Reeses pieces,2019-05-19,Sun,11:10:00,Good,Retail,Type_A,discount_type_2,,,
995,22892,A000006815,1.66,2.07,3.44,Reeses pieces,2019-05-19,Sun,10:09:00,Good,Retail,Type_A,discount_type_1,,,
996,22891,A000006704,13.03,1.48,19.28,Snickers,2019-05-19,Sun,09:53:00,Good,Retail,Type_A,discount_type_13,,,
997,22890,A000006821,0.28,3.33,0.93,Reeses stuffed with pieces,2019-05-19,Sun,09:45:00,Good,Retail,Type_A,discount_type_1,,,
999,22890,A000006673,0.51,4.23,2.16,Baby Ruth,2019-05-19,Sun,09:45:00,Good,Retail,Type_A,discount_type_1,,,
1001,22889,A000006880,0.51,4.27,2.18,Swedish Fish,2019-05-19,Sun,09:36:00,Good,Retail,Type_A,discount_type_16,,,
1004,22889,A000006880,0.51,4.27,2.18,Swedish Fish,2019-05-19,Sun,09:36:00,Good,Retail,Type_A,discount_type_1,,,
1005,22889,A000006520,0.51,3.66,1.87,Reeses stuffed with pieces,2019-05-19,Sun,09:36:00,Good,Retail,Type_A,discount_type_16,,,
1008,22889,A000006520,0.51,3.66,1.87,Reeses stuffed with pieces,2019-05-19,Sun,09:36:00,Good,Retail,Type_A,discount_type_1,,,
1009,22889,A000006697,0.5,2.8,1.4,Reeses Miniatures,2019-05-19,Sun,09:36:00,Good,Retail,Type_A,discount_type_16,,,
1012,22889,A000006697,0.5,2.8,1.4,Reeses Miniatures,2019-05-19,Sun,09:36:00,Good,Retail,Type_A,discount_type_1,,,
1013,22889,A000006690,0.28,0.2,0.06,Reeses pieces,2019-05-19,Sun,09:36:00,Good,Retail,Type_A,discount_type_16,,,
1016,22889,A000006690,0.28,0.2,0.06,Reeses pieces,2019-05-19,Sun,09:36:00,Good,Retail,Type_A,discount_type_1,,,
1017,22888,A000006704,1.65,1.77,2.92,Snickers,2019-05-19,Sun,09:20:00,Good,Retail,Type_A,discount_type_8,,,
1019,22888,A000006655,0.28,3.14,0.88,Peanut butter M&Ms,2019-05-19,Sun,09:20:00,Good,Retail,Type_A,discount_type_8,,,
1021,22887,A000006821,0.28,0.15,0.04,Reeses stuffed with pieces,2019-05-19,Sun,09:05:00,Good,Retail,Type_A,discount_type_1,,,
1022,22886,A000006697,0.5,2.64,1.32,Reeses Miniatures,2019-05-19,Sun,09:02:00,Good,Retail,Type_A,discount_type_8,,,
1023,22885,A000006609,1.67,2.39,3.99,Nestle Butterfinger,2019-05-19,Sun,08:54:00,Good,Retail,Type_A,discount_type_8,,,
1026,22885,A000006709,3.28,2.39,7.84,Reeses Peanut Butter cup,2019-05-19,Sun,08:54:00,Good,Retail,Type_A,discount_type_8,,,
1029,22885,A000006877,1.67,2.53,4.23,Mr Good Bar,2019-05-19,Sun,08:54:00,Good,Retail,Type_A,discount_type_8,,,
1032,22884,A000006689,0.28,3.15,0.88,Skittles wildberry,2019-05-19,Sun,08:43:00,Good,Retail,Type_A,discount_type_8,,,
1036,22880,A000006815,1.65,1.88,3.1,Reeses pieces,2019-05-18,Sat,21:34:00,Good,Retail,Type_A,discount_type_2,,,
1037,22879,A000006557,1.67,2.5,4.18,Hersheys Krackel,2019-05-18,Sat,21:24:00,Good,Retail,Type_A,discount_type_2,,,
1040,22879,A000006709,1.67,2.5,4.18,Reeses Peanut Butter cup,2019-05-18,Sat,21:24:00,Good,Retail,Type_A,discount_type_2,,,
1043,22879,A000006673,0.49,4.43,2.17,Baby Ruth,2019-05-18,Sat,21:24:00,Good,Retail,Type_A,discount_type_2,,,
1046,22878,A000006841,1.63,0.53,0.86,Swedish Fish,2019-05-18,Sat,20:54:00,Good,Retail,Type_A,discount_type_1,,,
1047,22878,A000006841,1.63,0.53,0.86,Swedish Fish,2019-05-18,Sat,20:54:00,Good,Retail,Type_A,discount_type_3,,,
1048,22878,A000006816,0.28,2.4,0.67,Reeses Miniatures,2019-05-18,Sat,20:54:00,Good,Retail,Type_A,discount_type_1,,,
1049,22878,A000006816,0.28,2.4,0.67,Reeses Miniatures,2019-05-18,Sat,20:54:00,Good,Retail,Type_A,discount_type_3,,,
1050,22876,A000006815,0.88,1.9,1.67,Reeses pieces,2019-05-18,Sat,20:37:00,Good,Retail,Type_A,discount_type_2,,,
1051,22875,A000006816,0.28,3.7,1.04,Reeses Miniatures,2019-05-18,Sat,20:33:00,Good,Retail,Type_A,discount_type_1,,,
1052,22874,A000006704,3.27,1.66,5.43,Snickers,2019-05-18,Sat,20:33:00,Good,Retail,Type_A,discount_type_4,,,
1053,22874,A000006704,3.27,1.66,5.43,Snickers,2019-05-18,Sat,20:33:00,Good,Retail,Type_A,discount_type_1,,,
1054,22874,9000000935,0.28,0.15,0.04,Almond Joy,2019-05-18,Sat,20:33:00,Good,Retail,Type_A,discount_type_4,,,
1055,22874,9000000935,0.28,0.15,0.04,Almond Joy,2019-05-18,Sat,20:33:00,Good,Retail,Type_A,discount_type_1,,,
1056,22872,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-18,Sat,20:11:00,Good,Retail,Type_A,discount_type_1,,,
1060,22870,A000006709,0.84,2.68,2.25,Reeses Peanut Butter cup,2019-05-18,Sat,19:54:00,Good,Retail,Type_A,discount_type_2,,,
1062,22870,A000006815,0.82,1.88,1.54,Reeses pieces,2019-05-18,Sat,19:54:00,Good,Retail,Type_A,discount_type_2,,,
1064,22869,A000006815,0.5,2.15,1.08,Reeses pieces,2019-05-18,Sat,19:51:00,Good,Retail,Type_A,discount_type_2,,,
1065,22868,9000000935,0.28,3.33,0.93,Almond Joy,2019-05-18,Sat,19:48:00,Good,Retail,Type_A,discount_type_2,,,
1066,22867,A000006816,0.28,3.7,1.04,Reeses Miniatures,2019-05-18,Sat,19:46:00,Good,Retail,Type_A,discount_type_1,,,
1067,22866,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-18,Sat,19:41:00,Good,Retail,Type_A,discount_type_1,,,
1068,22866,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-18,Sat,19:41:00,Good,Retail,Type_A,discount_type_5,,,
1069,22866,A000006815,0.81,1.9,1.54,Reeses pieces,2019-05-18,Sat,19:41:00,Good,Retail,Type_A,discount_type_1,,,
1070,22866,A000006815,0.81,1.9,1.54,Reeses pieces,2019-05-18,Sat,19:41:00,Good,Retail,Type_A,discount_type_5,,,
1071,22865,A000006815,13.16,1.63,21.45,Reeses pieces,2019-05-18,Sat,19:37:00,Good,Retail,Type_A,discount_type_1,,,
1072,22862,A000006877,6.54,3.05,19.95,Mr Good Bar,2019-05-18,Sat,19:30:00,Good,Retail,Type_A,discount_type_2,,,
1073,22861,A000006879,1.65,1.56,2.57,Nerds,2019-05-18,Sat,19:08:00,Good,Retail,Type_A,discount_type_6,,,
1074,22860,A000006815,6.53,1.48,9.66,Reeses pieces,2019-05-18,Sat,19:00:00,Good,Retail,Type_A,discount_type_2,,,
1076,22860,A000006704,6.52,1.48,9.65,Snickers,2019-05-18,Sat,19:00:00,Good,Retail,Type_A,discount_type_2,,,
1078,22859,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-18,Sat,18:58:00,Good,Retail,Type_A,discount_type_1,,,
1087,22858,A000006878,1.64,5.13,8.41,Nestle Crunch,2019-05-18,Sat,18:48:00,Good,Retail,Type_A,discount_type_1,,,
1088,22857,A000006674,1.64,2.76,4.53,Haribo Sour Bears,2019-05-18,Sat,18:38:00,Good,Retail,Type_A,discount_type_2,,,
1090,22857,A000006709,0.48,2.76,1.32,Reeses Peanut Butter cup,2019-05-18,Sat,18:38:00,Good,Retail,Type_A,discount_type_2,,,
1092,22856,A000006815,1.64,1.89,3.1,Reeses pieces,2019-05-18,Sat,18:26:00,Good,Retail,Type_A,discount_type_2,,,
1093,22855,A000006820,0.28,3.7,1.04,Snickers,2019-05-18,Sat,18:11:00,Good,Retail,Type_A,discount_type_1,,,
1094,22850,A000006820,0.28,3.7,1.04,Snickers,2019-05-18,Sat,18:04:00,Good,Retail,Type_A,discount_type_1,,,
1095,22849,A000006821,0.28,3.7,1.04,Reeses stuffed with pieces,2019-05-18,Sat,18:00:00,Good,Retail,Type_A,discount_type_1,,,
1097,22849,A000006823,0.28,3.7,1.04,Nestle Butterfinger,2019-05-18,Sat,18:00:00,Good,Retail,Type_A,discount_type_1,,,
1099,22846,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-18,Sat,17:54:00,Good,Retail,Type_A,discount_type_4,,,
1100,22844,A000006815,1.67,1.85,3.09,Reeses pieces,2019-05-18,Sat,17:43:00,Good,Retail,Type_A,discount_type_2,,,
1101,22843,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-18,Sat,17:28:00,Good,Retail,Type_A,discount_type_4,,,
1105,22842,A000006801,1.63,1.27,2.07,Snickers Crisper,2019-05-18,Sat,17:21:00,Good,Retail,Type_A,discount_type_1,,,
1106,22841,A000006821,0.28,3.33,0.93,Reeses stuffed with pieces,2019-05-18,Sat,17:18:00,Good,Retail,Type_A,discount_type_2,,,
1114,22841,A000006690,0.28,3.33,0.93,Reeses pieces,2019-05-18,Sat,17:18:00,Good,Retail,Type_A,discount_type_2,,,
1118,22841,9000000935,0.28,3.33,0.93,Almond Joy,2019-05-18,Sat,17:18:00,Good,Retail,Type_A,discount_type_2,,,
1122,22840,A000006815,2.55,1.66,4.23,Reeses pieces,2019-05-18,Sat,17:17:00,Good,Retail,Type_A,discount_type_11,,,
1123,22839,A000006801,1.63,1.14,1.86,Snickers Crisper,2019-05-18,Sat,17:14:00,Good,Retail,Type_A,discount_type_2,,,
1124,22836,A000006815,1.2,1.9,2.28,Reeses pieces,2019-05-18,Sat,17:03:00,Good,Retail,Type_A,discount_type_2,,,
1125,22835,A000006697,0.01,3.26,0.03,Reeses Miniatures,2019-05-18,Sat,16:55:00,Good,Retail,Type_A,discount_type_1,,,
1128,22835,A000006516,0.47,4.43,2.08,Hersheys Special Dark,2019-05-18,Sat,16:55:00,Good,Retail,Type_A,discount_type_1,,,
